ID,Sentiment
13004,Negative
14993,Positive
6392,Positive
20075,Positive
3433,Positive
3841,Positive
19825,Positive
15214,Positive
19415,Positive
1399,Positive
11226,Positive
7695,Positive
21788,Positive
9827,Positive
17536,Negative
18792,Positive
2894,Positive
8048,Positive
103,Negative
16796,Positive
15523,Positive
5578,Negative
1012,Positive
417,Negative
9312,Positive
4023,Positive
16617,Negative
19773,Positive
21103,Positive
10678,Positive
6954,Positive
2866,Positive
21120,Positive
15402,Positive
3048,Positive
4046,Positive
3147,Positive
8481,Positive
20372,Positive
7469,Positive
19805,Positive
2780,Positive
6592,Negative
4614,Positive
5289,Negative
17002,Positive
6222,Positive
16671,Positive
5477,Positive
13122,Negative
2735,Positive
14739,Positive
10815,Positive
2342,Positive
3554,Positive
11585,Positive
22954,Positive
12803,Negative
10220,Positive
13054,Positive
9862,Positive
4676,Positive
16027,Positive
18099,Positive
2328,Positive
18180,Negative
2192,Positive
9437,Negative
10941,Positive
23301,Positive
14183,Positive
5456,Positive
3778,Negative
64,Positive
400,Positive
22934,Positive
17001,Positive
4554,Positive
17005,Positive
17703,Positive
19807,Positive
600,Positive
885,Positive
23435,Positive
7912,Positive
11454,Positive
22891,Positive
10514,Positive
1545,Negative
6613,Positive
20167,Positive
7779,Positive
2789,Positive
19214,Positive
3602,Positive
8806,Positive
4666,Positive
4730,Positive
13191,Positive
10947,Positive
8049,Positive
20768,Positive
4087,Positive
2585,Positive
5610,Positive
15215,Positive
486,Positive
15010,Positive
6144,Negative
12488,Positive
6558,Positive
23068,Positive
18714,Positive
23190,Positive
19207,Positive
3917,Positive
5531,Positive
21448,Positive
8007,Positive
17106,Positive
22770,Positive
3416,Positive
7992,Positive
17104,Positive
20056,Negative
11460,Positive
15185,Positive
8902,Positive
1148,Positive
852,Positive
16273,Positive
2832,Positive
17956,Positive
9095,Positive
14860,Positive
13917,Negative
11571,Positive
7299,Positive
13999,Positive
13679,Positive
15890,Positive
22546,Positive
10816,Positive
4292,Positive
4112,Positive
8912,Positive
15725,Positive
18358,Positive
4549,Positive
12324,Positive
12140,Positive
19528,Positive
9649,Negative
22250,Positive
4060,Positive
2952,Positive
2137,Positive
21626,Negative
20999,Positive
19439,Positive
1609,Positive
8318,Negative
7968,Positive
19908,Positive
9922,Positive
17651,Positive
4761,Negative
3877,Positive
699,Negative
1239,Positive
6017,Negative
8217,Positive
16761,Positive
245,Positive
18128,Positive
17582,Positive
11408,Positive
21683,Positive
1877,Positive
3813,Positive
15605,Positive
10420,Negative
20886,Positive
7948,Positive
21715,Positive
20924,Positive
11632,Positive
19434,Positive
13065,Positive
7238,Positive
6794,Positive
7316,Positive
16886,Positive
9274,Negative
12824,Positive
16154,Negative
9008,Positive
22278,Positive
1659,Positive
12241,Positive
18023,Positive
15001,Positive
22515,Positive
15002,Positive
803,Positive
15627,Negative
474,Positive
1953,Positive
17824,Positive
15393,Positive
18816,Positive
21201,Negative
5937,Positive
10313,Positive
23348,Negative
19009,Positive
23209,Positive
16589,Positive
1822,Negative
4596,Positive
10128,Positive
7362,Positive
19278,Negative
23240,Positive
12311,Positive
13561,Positive
896,Positive
16988,Positive
12830,Positive
14257,Positive
15869,Positive
5050,Positive
3446,Negative
11812,Positive
4609,Negative
4546,Negative
8456,Positive
9800,Positive
22143,Positive
6735,Positive
12366,Positive
4848,Positive
13173,Positive
6153,Positive
17568,Positive
17922,Positive
20268,Positive
21685,Positive
7280,Positive
553,Positive
6389,Positive
10132,Positive
6360,Positive
15735,Positive
22597,Positive
4031,Positive
4207,Positive
22887,Positive
15361,Positive
7455,Positive
14278,Positive
21035,Positive
6873,Positive
13796,Negative
18680,Positive
5509,Positive
3601,Positive
19170,Negative
12767,Negative
19291,Positive
689,Positive
17184,Positive
706,Negative
6190,Positive
20152,Positive
6378,Positive
16759,Positive
22200,Negative
20767,Positive
18977,Positive
5257,Positive
7233,Positive
2671,Positive
20346,Positive
12417,Positive
11232,Positive
18861,Positive
4510,Positive
18756,Negative
22920,Positive
23438,Positive
3085,Positive
21208,Positive
5597,Positive
2021,Positive
8674,Positive
3292,Positive
6160,Positive
12663,Negative
1657,Positive
6652,Positive
2637,Positive
2788,Positive
6701,Positive
10139,Negative
21902,Positive
9597,Positive
566,Positive
3943,Positive
3293,Positive
23429,Positive
15315,Positive
6885,Positive
19659,Negative
13842,Positive
13766,Positive
12370,Positive
12771,Positive
15216,Positive
19142,Positive
2967,Positive
420,Positive
22648,Positive
14681,Positive
12979,Positive
21663,Positive
21251,Positive
16233,Positive
13151,Positive
4620,Positive
7702,Positive
22907,Positive
9039,Negative
16693,Positive
1333,Positive
2597,Positive
21004,Positive
17606,Positive
11009,Positive
18275,Positive
12787,Positive
9957,Positive
2374,Negative
10159,Positive
6815,Positive
22541,Positive
3718,Positive
14874,Positive
8923,Positive
1127,Positive
21110,Positive
22724,Negative
5006,Positive
6239,Positive
5184,Positive
3553,Positive
11529,Negative
3210,Positive
4294,Positive
20859,Positive
10527,Positive
7467,Positive
5639,Positive
14633,Positive
1162,Positive
17644,Negative
3987,Positive
4953,Positive
21283,Positive
10571,Positive
7916,Negative
2725,Positive
6770,Positive
13960,Negative
12063,Positive
20551,Positive
6971,Positive
4359,Positive
21811,Positive
15642,Positive
9115,Positive
10707,Positive
22046,Positive
13102,Positive
7438,Negative
16564,Positive
7815,Positive
20941,Positive
12750,Positive
22540,Positive
13135,Positive
19755,Positive
8106,Positive
21339,Positive
11534,Positive
6904,Positive
490,Positive
14932,Positive
6261,Positive
14621,Positive
11546,Negative
19524,Positive
15376,Positive
8971,Positive
10464,Positive
22416,Positive
4419,Positive
9491,Positive
16329,Positive
20225,Negative
18451,Positive
6444,Positive
18577,Positive
4707,Positive
17902,Positive
16473,Negative
8345,Positive
662,Positive
13105,Positive
3723,Positive
21184,Positive
8889,Positive
16097,Positive
10505,Positive
20713,Negative
17088,Positive
18741,Positive
9424,Positive
21024,Positive
17558,Positive
19880,Positive
9954,Positive
3342,Positive
20685,Positive
14013,Positive
9059,Positive
14453,Positive
1231,Positive
3797,Positive
1772,Positive
13665,Positive
6478,Positive
11028,Positive
3880,Negative
10523,Positive
10934,Positive
13075,Positive
18671,Positive
9299,Positive
16190,Positive
2640,Positive
18639,Positive
5652,Positive
22946,Positive
229,Positive
2458,Positive
11573,Positive
13706,Positive
7364,Positive
9720,Positive
20264,Positive
20918,Positive
18369,Positive
16692,Positive
19179,Positive
8680,Positive
5775,Positive
3775,Positive
11800,Positive
6301,Positive
21122,Positive
2909,Positive
21505,Positive
1414,Positive
19057,Positive
1546,Positive
15579,Positive
17470,Positive
16931,Positive
5521,Positive
14773,Positive
19875,Positive
9600,Positive
13066,Positive
21556,Positive
18827,Positive
3872,Positive
11342,Negative
15913,Positive
4088,Positive
2781,Negative
3875,Positive
2142,Positive
14713,Positive
7397,Positive
3979,Negative
12211,Positive
2430,Positive
13141,Positive
4059,Negative
18145,Positive
6206,Positive
5111,Positive
1227,Positive
3450,Positive
11369,Positive
6966,Positive
7012,Positive
18,Positive
11122,Positive
10749,Positive
221,Positive
16388,Negative
11596,Positive
16060,Positive
21951,Positive
12236,Positive
9138,Positive
10374,Positive
5114,Negative
13023,Positive
4142,Positive
23262,Positive
19972,Positive
8405,Positive
17630,Positive
20963,Positive
14313,Positive
13975,Positive
23210,Positive
11360,Positive
7257,Positive
9866,Positive
475,Negative
4496,Positive
11144,Negative
857,Positive
464,Positive
13566,Negative
6367,Positive
20731,Positive
14334,Positive
13161,Positive
20587,Positive
19928,Positive
17704,Positive
4963,Positive
2139,Positive
7171,Positive
23406,Negative
18155,Positive
17008,Negative
11274,Negative
7933,Positive
11684,Positive
10349,Positive
19663,Positive
11995,Positive
12161,Positive
551,Negative
11993,Positive
3838,Positive
17062,Positive
12141,Negative
5457,Positive
1624,Positive
13482,Positive
9810,Positive
6113,Positive
6474,Positive
18975,Positive
12632,Positive
10365,Positive
7475,Positive
13744,Positive
8764,Positive
7441,Positive
12846,Negative
15341,Positive
5567,Positive
3947,Positive
17919,Positive
12809,Positive
10324,Positive
19686,Positive
12181,Positive
1110,Positive
1311,Positive
10433,Positive
19949,Positive
15508,Positive
15908,Positive
2333,Positive
12328,Positive
8184,Positive
10002,Positive
6320,Positive
6436,Positive
10138,Positive
8104,Positive
22790,Positive
16594,Positive
14472,Positive
8503,Positive
7665,Negative
15107,Positive
20656,Positive
22820,Positive
10093,Positive
18901,Positive
11192,Positive
12220,Negative
6281,Positive
10958,Positive
9435,Positive
21818,Positive
8948,Positive
10279,Positive
13553,Positive
22764,Positive
9495,Positive
13914,Positive
2067,Positive
7137,Positive
8618,Positive
21497,Positive
2185,Positive
22480,Positive
6273,Positive
1084,Positive
11125,Positive
13792,Negative
8177,Positive
21441,Positive
4862,Positive
10100,Positive
6019,Positive
1458,Positive
20850,Positive
22836,Positive
6799,Positive
6582,Positive
2051,Positive
18057,Positive
23263,Positive
12955,Positive
12823,Positive
847,Negative
6092,Positive
16283,Positive
14983,Positive
10710,Positive
368,Negative
5034,Positive
3331,Negative
6654,Positive
8614,Positive
22338,Negative
17314,Positive
2719,Positive
1653,Positive
16197,Positive
1343,Positive
22036,Positive
2132,Negative
16043,Positive
8708,Positive
7941,Negative
1302,Positive
1938,Positive
23184,Positive
17027,Negative
4523,Positive
11952,Positive
922,Positive
4458,Negative
15870,Positive
8651,Positive
6221,Positive
881,Positive
9807,Positive
22636,Positive
7528,Positive
21955,Positive
13610,Positive
4767,Positive
15217,Positive
16921,Positive
8167,Negative
18318,Positive
22326,Positive
5524,Positive
9347,Positive
21806,Positive
15691,Positive
2691,Positive
15295,Positive
3663,Positive
4334,Positive
15787,Positive
18350,Negative
3169,Positive
9874,Positive
20655,Positive
19498,Positive
1965,Negative
22070,Positive
11205,Positive
5447,Positive
6441,Positive
12912,Positive
7,Positive
18787,Positive
10808,Positive
7109,Negative
16893,Positive
2689,Positive
15211,Positive
11944,Positive
1584,Positive
13717,Positive
21551,Positive
11499,Negative
9034,Positive
19652,Negative
13137,Positive
22872,Positive
9449,Positive
23472,Positive
1756,Positive
10217,Positive
2813,Positive
19609,Positive
9032,Positive
12563,Positive
12175,Positive
20457,Positive
6110,Positive
11449,Positive
20786,Positive
8697,Negative
12726,Positive
22637,Positive
19708,Positive
14984,Positive
19306,Positive
5067,Negative
8531,Positive
10989,Positive
18573,Positive
23252,Positive
12528,Positive
3661,Positive
7692,Positive
4647,Positive
15947,Negative
15596,Positive
23023,Positive
9041,Negative
1308,Positive
2621,Positive
3997,Negative
23285,Positive
12078,Negative
14630,Negative
17569,Positive
20321,Positive
1765,Positive
12336,Positive
5968,Positive
15019,Positive
11878,Positive
12711,Positive
16754,Negative
13776,Positive
